state,district,month,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,wind_direction,rain_probability,rain_duration_hours
Gujarat,Surat,Apr-20,53.7,28,17,22.5,30,6.4,18.4,W,85%,3.8
Uttar Pradesh,Agra,Dec-24,43.4,34,29,31.5,69,5.1,20.6,S,17%,1.7
Karnataka,Bengaluru,Dec-21,3.4,38,29,33.5,54,5.9,15.5,SW,67%,3
Gujarat,Surat,Jul-21,134.5,38,29,33.5,49,6,5.1,W,61%,3.3
Uttar Pradesh,Varanasi,Jun-20,391.6,30,23,26.5,63,9.2,24,NE,11%,1.1
Karnataka,Mangaluru,Nov-24,11.7,40,31,35.5,78,6.2,17.3,E,79%,3
Tamil Nadu,Tiruchirappalli,Sep-22,387.2,39,31,35,66,8.5,9.4,S,16%,0.6
Gujarat,Surat,Nov-20,48.5,25,19,22,51,8.9,18.5,SW,87%,2.6
Karnataka,Mangaluru,Sep-24,315.4,38,33,35.5,34,4.5,13.2,N,79%,2.6
Maharashtra,Mumbai,Mar-22,11.5,37,31,34,70,7.3,18.5,NE,21%,3
Karnataka,Hubli,Oct-24,24.4,36,25,30.5,75,4.9,23.8,NW,11%,3.5
Uttar Pradesh,Lucknow,Sep-24,219,35,23,29,69,6.5,5.8,N,54%,1
Gujarat,Ahmedabad,Apr-24,45.5,30,24,27,82,6.4,19.1,E,73%,2.8
Tamil Nadu,Coimbatore,Sep-22,99,33,22,27.5,81,5.1,11.9,S,29%,1
Maharashtra,Nashik,May-24,79.7,25,17,21,81,10,9.7,NW,26%,1.2
Uttar Pradesh,Agra,Aug-22,276,33,22,27.5,84,4,18.6,SE,11%,4.1
Gujarat,Ahmedabad,Jan-22,26.9,26,17,21.5,61,7.1,8.1,W,16%,1.7
Maharashtra,Nagpur,Sep-21,88,32,27,29.5,36,6.9,6,SW,53%,0.2
Uttar Pradesh,Lucknow,Jun-21,230.7,36,27,31.5,46,4.9,19.3,SW,17%,4.8
Gujarat,Surat,Dec-21,18.3,31,22,26.5,59,5.8,17.1,NE,67%,2.7
Karnataka,Hubli,Dec-20,5.4,38,30,34,82,4,18.6,N,67%,0.7
Maharashtra,Pune,Apr-23,13.6,37,27,32,64,9.5,9.9,SE,78%,2.9
Uttar Pradesh,Kanpur,Jan-24,14.2,32,23,27.5,38,5.9,24.3,N,85%,0.2
Karnataka,Mysuru,Dec-23,43.8,35,28,31.5,53,7.1,17.8,W,54%,3
Maharashtra,Mumbai,Nov-20,36.6,33,21,27,90,9.6,23,W,10%,0.5
Gujarat,Surat,Sep-23,377.1,25,18,21.5,56,4,14,S,82%,1
Maharashtra,Nagpur,Dec-23,23.4,40,31,35.5,54,6,6.4,N,18%,4.3
Karnataka,Mysuru,Feb-21,30.7,42,34,38,45,4.4,14.2,S,33%,3.9
Gujarat,Rajkot,Oct-21,34.3,29,21,25,69,4.1,13.2,W,24%,3.4
Gujarat,Rajkot,Jul-24,367.9,25,15,20,52,7.6,22.5,W,13%,1
Uttar Pradesh,Agra,May-24,54.5,38,26,32,59,6.2,11.2,SW,72%,2.4
Uttar Pradesh,Agra,Nov-24,73.5,31,19,25,45,7.6,7.4,NW,72%,2.1
Karnataka,Bengaluru,Nov-20,35.9,34,23,28.5,34,6.5,24.9,NW,52%,2.8
Uttar Pradesh,Agra,Jul-22,370.7,27,17,22,44,6.6,5.1,N,27%,1.1
Uttar Pradesh,Kanpur,Nov-21,78.8,41,31,36,65,9.1,9.4,NE,41%,0.6
Karnataka,Mysuru,Nov-21,27.2,30,20,25,44,7.9,8.7,SE,28%,2.2
Tamil Nadu,Chennai,Jul-21,382.5,41,32,36.5,40,5.2,22.4,S,20%,0
Karnataka,Mysuru,Sep-20,166.7,27,17,22,70,6.3,8.6,SE,13%,3.7
Maharashtra,Mumbai,Feb-24,64.7,38,33,35.5,49,8.7,16.3,E,60%,1.1
Uttar Pradesh,Kanpur,Apr-23,10.4,38,31,34.5,49,8.9,24,W,17%,0.4
Karnataka,Bengaluru,Oct-24,3.8,41,29,35,85,4.9,13,NE,79%,3.7
Karnataka,Mysuru,Aug-24,280.6,36,25,30.5,67,4.6,8.3,SE,12%,1.8
Gujarat,Vadodara,Jan-20,48.8,42,32,37,69,5.7,13.4,N,31%,3.1
Karnataka,Bengaluru,Aug-22,275.5,38,26,32,77,6.7,22.4,E,73%,3.8
Tamil Nadu,Coimbatore,May-23,49.6,41,33,37,35,8,21.7,NW,29%,4.5
Maharashtra,Nagpur,May-21,63.8,27,17,22,43,5.8,24.2,E,50%,0.8
Gujarat,Ahmedabad,Sep-24,7.6,35,27,31,43,9.9,10.4,N,86%,1.6
Uttar Pradesh,Kanpur,Apr-22,78.9,33,28,30.5,48,7.3,5.2,NW,48%,2.6
Gujarat,Rajkot,Feb-21,2.7,35,29,32,58,5.1,11.7,SW,65%,2.1
Uttar Pradesh,Agra,Jul-23,300.4,30,25,27.5,51,9.2,18.2,NW,73%,4.7
Tamil Nadu,Madurai,May-21,63.4,30,21,25.5,87,8.9,13.9,S,75%,0.1
Uttar Pradesh,Kanpur,Sep-21,151.8,42,33,37.5,55,8.7,15.8,NE,76%,1.1
Uttar Pradesh,Lucknow,Sep-23,346,33,25,29,58,8.3,21.2,NW,64%,3
Gujarat,Rajkot,May-23,28.9,37,27,32,70,8.9,12.7,E,54%,4.5
Gujarat,Vadodara,Jul-21,13.8,39,34,36.5,85,7.3,22,S,64%,1.4
Gujarat,Ahmedabad,May-21,14.7,31,24,27.5,86,5.5,8.5,NE,16%,2.3
Karnataka,Bengaluru,Jan-22,77.9,27,21,24,57,9.7,10.6,E,49%,4.3
Karnataka,Hubli,Apr-23,56.4,41,34,37.5,87,9.3,5.6,NW,22%,0.4
Gujarat,Vadodara,Nov-20,20.9,25,14,19.5,41,6.6,15.5,SW,74%,3.6
Karnataka,Mysuru,Nov-21,27.2,30,20,25,44,7.9,8.7,SE,28%,2.2
Karnataka,Bengaluru,Nov-21,40.8,37,30,33.5,32,9,7.5,N,80%,0.3
Tamil Nadu,Coimbatore,May-23,49.6,41,33,37,35,8,21.7,NW,29%,4.5
Gujarat,Vadodara,Dec-21,46.8,32,27,29.5,60,9.1,20.4,SE,75%,3.2
Maharashtra,Mumbai,Jul-22,14.8,30,22,26,48,9.7,9.7,NW,50%,4.8
Uttar Pradesh,Kanpur,Nov-20,73.6,29,20,24.5,83,8.3,17.2,E,14%,2.6
Maharashtra,Mumbai,Dec-23,38.8,38,30,34,59,6,18,SW,80%,1
Gujarat,Rajkot,Aug-20,118.4,37,25,31,71,9.9,6.2,E,39%,0.1
Maharashtra,Pune,Feb-23,34.9,27,16,21.5,86,9.2,5.1,S,36%,0.1
Gujarat,Ahmedabad,Nov-22,44.8,31,21,26,34,7,24.5,W,19%,2.5
Maharashtra,Pune,Sep-21,231.7,28,18,23,59,5.7,5.9,W,19%,2.7
Tamil Nadu,Chennai,Oct-20,42,25,14,19.5,90,7.9,15.6,S,53%,3.3
Uttar Pradesh,Lucknow,Oct-20,9.6,42,34,38,35,6.5,20.2,N,73%,1.2
Uttar Pradesh,Varanasi,Nov-21,75.7,39,27,33,89,8,21.7,SW,84%,0.4
Karnataka,Hubli,Oct-20,41.2,40,30,35,31,6.7,20.7,E,11%,3.4
Karnataka,Bengaluru,Dec-23,5.2,39,33,36,55,8.3,10.1,SW,71%,0.3
Tamil Nadu,Tiruchirappalli,Apr-22,26.6,36,31,33.5,36,7.7,19.8,NE,36%,1.4
Uttar Pradesh,Agra,Jan-24,78.1,29,18,23.5,83,6,20.3,SE,54%,2.2
Gujarat,Rajkot,Apr-20,23.9,42,33,37.5,51,9.8,23,SW,24%,2.4
Maharashtra,Nagpur,Oct-22,36.1,38,29,33.5,42,9.5,19.9,W,62%,0.8
Tamil Nadu,Madurai,Oct-23,29.2,35,26,30.5,66,4.6,7.3,SW,16%,2.9
Tamil Nadu,Madurai,Sep-20,82.8,37,28,32.5,63,9.7,21.1,SW,36%,4.6
Maharashtra,Mumbai,Jun-23,204.3,28,20,24,89,9.8,14.5,SE,29%,0.9
Uttar Pradesh,Lucknow,Aug-24,208.2,32,22,27,43,6.4,5.8,SW,28%,1.8
Karnataka,Bengaluru,Jul-22,226.9,32,23,27.5,45,6.5,18.3,NE,21%,2.5
Karnataka,Hubli,May-23,71.9,34,25,29.5,30,4.8,16.3,SE,47%,1.8
Maharashtra,Pune,Dec-23,24.9,39,33,36,65,7.5,21.4,E,48%,0.3
Uttar Pradesh,Varanasi,Jun-22,32.5,26,17,21.5,75,5.2,17.5,SW,63%,3
Uttar Pradesh,Varanasi,Mar-21,43.2,34,22,28,86,9.3,19.5,E,45%,0
Maharashtra,Mumbai,Jun-21,49.4,38,30,34,43,8.7,10.4,S,62%,3.3
Uttar Pradesh,Kanpur,Dec-21,50.2,29,19,24,45,6.1,7.8,SE,66%,4.1
Uttar Pradesh,Kanpur,Dec-23,12.6,35,27,31,68,6.4,18,E,73%,2.9
Maharashtra,Pune,Apr-23,13.6,37,27,32,64,9.5,9.9,SE,78%,2.9
Karnataka,Hubli,Aug-22,281.6,37,31,34,75,5.1,22.2,N,74%,2.9
Karnataka,Hubli,Jan-20,65.4,35,28,31.5,67,5.8,22.3,E,20%,2.2
Tamil Nadu,Coimbatore,Jan-22,13.9,36,24,30,49,7.7,13.7,E,66%,1.4
Tamil Nadu,Tiruchirappalli,Nov-23,46.9,42,36,39,39,4.8,24.9,N,79%,3.9
Gujarat,Ahmedabad,Jul-24,167.7,27,16,21.5,58,4.8,17.2,E,48%,1.9
Karnataka,Mysuru,Apr-22,58.6,32,20,26,55,8.6,13.9,S,25%,1.3
Uttar Pradesh,Kanpur,Sep-21,151.8,42,33,37.5,55,8.7,15.8,NE,76%,1.1
Uttar Pradesh,Lucknow,Jul-23,397.2,41,36,38.5,73,5.7,19.6,W,68%,3.6
Maharashtra,Mumbai,Dec-20,55.9,36,25,30.5,48,9.8,20.1,N,54%,1.2
Maharashtra,Mumbai,Aug-23,153,41,36,38.5,43,9.7,15.7,W,37%,0.6
Tamil Nadu,Tiruchirappalli,Feb-20,61.7,30,24,27,77,5.5,16.1,W,41%,3.1
Uttar Pradesh,Agra,May-20,5.7,41,33,37,77,7.2,8.6,E,70%,2.8
Gujarat,Surat,Nov-23,40.8,31,25,28,38,5.7,21.8,W,45%,1
Karnataka,Mysuru,Dec-23,43.8,35,28,31.5,53,7.1,17.8,W,54%,3
Karnataka,Mysuru,Sep-24,397.7,25,16,20.5,47,5.3,16.4,SE,63%,2
Maharashtra,Pune,Nov-24,65,27,20,23.5,76,8.6,12.2,W,61%,2.2
Gujarat,Vadodara,Jul-24,305.3,36,27,31.5,36,8.6,18.4,S,24%,1.5
Gujarat,Vadodara,Mar-22,45,38,28,33,87,6,11.7,NW,87%,3.3
Maharashtra,Mumbai,Jan-22,41.3,26,20,23,48,5.4,11.1,N,18%,2
Uttar Pradesh,Lucknow,Aug-24,208.2,32,22,27,43,6.4,5.8,SW,28%,1.8
Karnataka,Bengaluru,Jan-22,77.9,27,21,24,57,9.7,10.6,E,49%,4.3
Karnataka,Mysuru,Nov-24,70.2,37,31,34,47,7.3,18.7,N,38%,4
Gujarat,Surat,Nov-21,71.1,29,21,25,89,8.4,6.9,SE,47%,3
Maharashtra,Pune,May-22,22.6,40,31,35.5,72,7.2,19,NW,23%,0.5
Maharashtra,Pune,May-24,75.1,37,28,32.5,83,9.2,11.4,NW,52%,2.1
Uttar Pradesh,Lucknow,Mar-24,11.8,27,15,21,30,6.6,8.1,S,52%,2.5
Gujarat,Surat,Feb-22,64.7,28,18,23,87,5.7,14.3,W,50%,2.5
Karnataka,Mangaluru,Dec-24,47,40,28,34,38,8.2,18.3,SW,53%,2.1
Tamil Nadu,Tiruchirappalli,Sep-21,360.4,36,26,31,76,9.8,15.4,SW,83%,1.2
Uttar Pradesh,Lucknow,Dec-20,24.6,35,28,31.5,59,4.1,23.3,E,85%,0
Maharashtra,Nashik,May-21,63.1,40,31,35.5,83,8.3,8.7,E,27%,1.1
Tamil Nadu,Coimbatore,Aug-22,317.7,35,27,31,45,7.3,24.1,N,84%,3.8
Maharashtra,Pune,Apr-21,12.3,35,27,31,69,6.6,18.4,S,61%,0.3
Tamil Nadu,Coimbatore,Feb-20,52.4,40,28,34,61,6.8,17.9,SE,79%,3.4
Tamil Nadu,Madurai,Jan-20,43.8,33,27,30,57,6.4,7,W,90%,0.5
Gujarat,Rajkot,Oct-20,30.2,26,20,23,56,4.9,10.6,SW,40%,3.8
Maharashtra,Mumbai,Aug-21,389.7,33,25,29,66,4.7,15.2,SW,32%,1.4
Maharashtra,Pune,Feb-20,43.7,27,17,22,64,9.8,16.6,N,59%,4
Maharashtra,Pune,Jun-22,349.5,42,31,36.5,42,8.3,17.5,N,48%,1.5
Karnataka,Mysuru,Jun-20,82,35,28,31.5,59,4.7,15.1,SW,86%,0.8
Maharashtra,Pune,Jan-23,53.8,33,28,30.5,65,4,6.9,W,79%,0.2
Tamil Nadu,Chennai,Aug-23,287.5,40,28,34,64,9.7,22,S,23%,3.2
Uttar Pradesh,Lucknow,Aug-20,173.6,27,17,22,74,6.7,14.8,NE,24%,0.9
Uttar Pradesh,Varanasi,Jun-24,133.2,35,25,30,82,7.5,20.4,N,20%,2
Tamil Nadu,Chennai,Dec-20,20.8,31,25,28,38,7.6,24.6,S,73%,0.4
Gujarat,Rajkot,Oct-24,62.1,38,33,35.5,47,4.9,22.1,S,38%,1.6
Uttar Pradesh,Varanasi,Jun-23,318,33,27,30,80,6,16.2,NW,46%,3.6
Gujarat,Vadodara,Feb-20,47.8,27,17,22,48,7.5,18.6,SW,61%,3.7
Uttar Pradesh,Kanpur,Sep-23,323.8,42,33,37.5,88,9.6,15.5,NE,66%,1.2
Gujarat,Vadodara,May-20,0.9,34,25,29.5,78,5.8,13.1,NW,44%,3.4
Uttar Pradesh,Agra,Nov-21,18,37,32,34.5,30,9.2,22.4,SW,69%,3.2
Maharashtra,Mumbai,May-22,24.2,27,18,22.5,90,5.4,15.6,SW,88%,0.7
Tamil Nadu,Madurai,Oct-23,29.2,35,26,30.5,66,4.6,7.3,SW,16%,2.9
Maharashtra,Pune,Jan-20,71.3,29,23,26,70,7.2,20,W,82%,4.2
Tamil Nadu,Chennai,Jan-21,22.4,33,28,30.5,58,6.9,11.1,W,50%,1.3
Uttar Pradesh,Lucknow,Apr-24,11,26,18,22,30,5.4,12.7,NE,42%,4.3
Maharashtra,Nashik,Mar-21,51.7,31,19,25,47,6.1,5.5,N,40%,3.1
Karnataka,Mysuru,Jul-20,72.9,31,22,26.5,90,5.4,10.3,SE,41%,2
Uttar Pradesh,Agra,Oct-23,72.7,27,15,21,50,8.5,13,S,86%,2.7
Uttar Pradesh,Varanasi,Oct-20,36.6,36,27,31.5,44,6.5,7.8,N,39%,3.2
Karnataka,Mangaluru,Jun-22,115,38,27,32.5,31,6.7,10.2,N,78%,2
Karnataka,Mangaluru,May-23,69.4,36,24,30,81,4.7,23.1,SE,23%,3.8
Maharashtra,Nashik,Jul-20,166.4,27,21,24,46,7.1,24.8,NE,33%,4.9
Uttar Pradesh,Varanasi,Jan-24,35.8,25,14,19.5,36,4.7,23.7,SE,45%,4
Karnataka,Mangaluru,Jul-24,112.6,31,25,28,81,5.5,20.5,S,18%,3.5
Maharashtra,Mumbai,Dec-23,38.8,38,30,34,59,6,18,SW,80%,1
Karnataka,Bengaluru,Mar-22,17.9,41,30,35.5,82,9.8,23.9,NW,65%,3.6
Gujarat,Rajkot,Jun-24,56.8,29,23,26,34,4.9,12.3,SE,29%,3.8
Tamil Nadu,Coimbatore,Sep-23,391.9,34,28,31,36,6,19.2,SE,66%,0.2
Maharashtra,Nashik,Jul-22,114.8,38,30,34,46,8.6,11.1,SW,56%,0.1
Gujarat,Rajkot,Mar-20,2.8,26,19,22.5,53,7.5,18.2,SW,48%,1.8
Tamil Nadu,Chennai,Jul-22,381.7,34,28,31,55,6.7,18.6,E,26%,1.7
Karnataka,Bengaluru,Jul-20,287,34,29,31.5,39,4.3,24.5,E,44%,3.6
Karnataka,Mangaluru,Apr-24,39,27,18,22.5,87,5.6,13,NW,79%,0.4
Uttar Pradesh,Lucknow,Nov-23,72.9,29,20,24.5,60,6.6,6.3,SW,88%,1.3
Gujarat,Surat,Feb-22,64.7,28,18,23,87,5.7,14.3,W,50%,2.5
Maharashtra,Nashik,Dec-22,17,27,19,23,57,8.4,7.2,E,78%,1.4
Maharashtra,Nashik,May-21,63.1,40,31,35.5,83,8.3,8.7,E,27%,1.1
Gujarat,Rajkot,Aug-23,387.8,29,20,24.5,35,5.9,21.1,NE,64%,0.6
Maharashtra,Nashik,Dec-20,24.1,26,15,20.5,71,8.7,21.1,W,31%,3.3
Maharashtra,Pune,Feb-21,9,33,26,29.5,78,5,6.7,NE,38%,3.7
Gujarat,Vadodara,Mar-24,13.7,27,21,24,59,9.6,19,E,72%,3.6
Uttar Pradesh,Varanasi,May-23,69.2,34,24,29,76,7.1,15.3,E,77%,4.6
Tamil Nadu,Chennai,Sep-22,4.1,28,23,25.5,84,7.7,24.4,NW,14%,1.1
Karnataka,Hubli,Oct-22,18.7,42,36,39,80,5.5,16.6,SE,78%,2.1
Maharashtra,Nagpur,Feb-20,55.5,25,20,22.5,45,9.5,7.2,E,60%,2.1
Tamil Nadu,Madurai,Jan-20,43.8,33,27,30,57,6.4,7,W,90%,0.5
Karnataka,Mangaluru,Nov-22,64.5,42,37,39.5,63,8.8,20.8,S,37%,1.3
Tamil Nadu,Tiruchirappalli,Sep-24,244.2,37,27,32,64,6.6,12,N,58%,4.3
Gujarat,Vadodara,Nov-23,54.9,32,21,26.5,44,4.5,7.2,NW,37%,2.2
Maharashtra,Nagpur,Aug-22,323.3,26,21,23.5,47,5.8,9,SE,55%,3.4
Karnataka,Bengaluru,May-20,54.5,32,23,27.5,87,5,17.9,SE,57%,5
Gujarat,Ahmedabad,Jan-22,26.9,26,17,21.5,61,7.1,8.1,W,16%,1.7
Tamil Nadu,Madurai,Nov-24,79,33,23,28,53,9.8,15.3,NW,56%,4.5
Karnataka,Bengaluru,May-24,29.6,40,28,34,80,10,15.8,SE,35%,0.2
Uttar Pradesh,Varanasi,Oct-20,36.6,36,27,31.5,44,6.5,7.8,N,39%,3.2
Maharashtra,Mumbai,Jun-24,287.8,39,34,36.5,42,9.5,21.1,SW,43%,0.8
Uttar Pradesh,Varanasi,Sep-22,142.2,34,25,29.5,86,8.5,22.5,S,45%,0.7
Karnataka,Mysuru,Feb-22,23.6,41,30,35.5,83,6.1,15.2,S,34%,4.3
Maharashtra,Nashik,Sep-22,195,36,27,31.5,40,7.8,17.1,W,25%,4.6
Karnataka,Mysuru,Jun-21,155.5,30,18,24,64,6.4,15,S,49%,0.3
Gujarat,Surat,Oct-23,21.4,37,32,34.5,83,9.3,17.9,N,39%,2.2
Maharashtra,Pune,Mar-24,16.7,31,26,28.5,36,4.9,16.3,W,83%,1.5
Uttar Pradesh,Agra,Jan-22,21.6,30,21,25.5,59,8.5,7.7,W,43%,1.3
Maharashtra,Pune,Dec-22,66.6,29,21,25,41,8.8,8.9,W,87%,0.8
Tamil Nadu,Coimbatore,Jan-23,23.8,32,22,27,54,4.1,21.4,SW,71%,2.5
Uttar Pradesh,Varanasi,Apr-23,43.8,41,29,35,87,8.6,12.9,S,78%,1.9
Tamil Nadu,Chennai,Nov-21,14.4,40,28,34,57,5.7,24,S,28%,0.6
Uttar Pradesh,Varanasi,Jul-24,249.8,36,28,32,45,5.5,12.6,E,63%,3.2
Karnataka,Bengaluru,Apr-23,75.6,34,27,30.5,80,6.9,10.1,N,38%,2.1
Uttar Pradesh,Varanasi,Dec-21,23.4,32,20,26,43,9,18.7,N,90%,1.1
Tamil Nadu,Madurai,Oct-21,70.7,25,15,20,80,4.7,21.7,S,40%,1.9
Uttar Pradesh,Varanasi,Sep-22,142.2,34,25,29.5,86,8.5,22.5,S,45%,0.7
Karnataka,Mysuru,Jul-23,163.8,32,26,29,57,8.4,14.9,W,75%,0.8
Karnataka,Mangaluru,Dec-24,47,40,28,34,38,8.2,18.3,SW,53%,2.1
Karnataka,Hubli,Nov-24,13.3,37,31,34,59,9.3,9.5,NW,71%,1.1
Karnataka,Hubli,Aug-23,87.4,25,15,20,34,7.5,15.9,N,85%,5
Gujarat,Rajkot,Aug-21,282.9,36,30,33,50,9.7,5.1,S,37%,3.6
Tamil Nadu,Chennai,Jul-23,378.7,29,18,23.5,36,9.9,22.3,SE,74%,4.5
Karnataka,Mysuru,Jan-24,45.4,33,21,27,35,5.3,21.6,NE,69%,1.3
Karnataka,Hubli,Nov-20,30.9,34,22,28,87,6.6,12.9,N,33%,1.3
Maharashtra,Mumbai,Aug-21,389.7,33,25,29,66,4.7,15.2,SW,32%,1.4
Karnataka,Mangaluru,Feb-24,50,33,23,28,72,7.7,11.7,N,46%,1.3
Gujarat,Surat,Oct-24,32.1,35,30,32.5,49,5.6,24.2,S,17%,0.2
Karnataka,Bengaluru,Feb-22,18.5,29,24,26.5,78,8.6,21.9,SW,60%,1.5
Tamil Nadu,Chennai,Jul-21,382.5,41,32,36.5,40,5.2,22.4,S,20%,0
Karnataka,Hubli,Jan-23,5.9,30,19,24.5,78,6.3,10.9,W,40%,1.8
Gujarat,Rajkot,Sep-21,141.2,26,16,21,61,7.4,8.2,SE,24%,4.6
Gujarat,Vadodara,Jun-22,86.8,34,24,29,68,9.6,14.6,E,55%,2.1
Gujarat,Rajkot,Apr-24,58.3,33,22,27.5,55,4.7,22.7,W,62%,2.8
Karnataka,Mysuru,Apr-23,28.8,37,32,34.5,77,5.5,22.9,N,72%,2
Uttar Pradesh,Kanpur,Sep-23,323.8,42,33,37.5,88,9.6,15.5,NE,66%,1.2
Uttar Pradesh,Varanasi,Apr-22,78.6,25,19,22,85,8.1,17.6,E,43%,3.2
Uttar Pradesh,Kanpur,Jul-24,221.7,29,20,24.5,61,9.7,9.6,E,84%,4.1
Maharashtra,Pune,Aug-21,7.1,42,30,36,75,9.2,12.8,S,22%,1.3
Karnataka,Hubli,Dec-23,31.6,37,25,31,58,5.6,9.5,N,43%,4
Tamil Nadu,Chennai,Jul-22,381.7,34,28,31,55,6.7,18.6,E,26%,1.7
Karnataka,Mangaluru,Nov-20,63,35,24,29.5,50,9.3,22.3,W,47%,3.1
Maharashtra,Nashik,Oct-24,62.5,29,17,23,53,6.4,12.2,N,85%,3.7
Uttar Pradesh,Lucknow,Feb-20,35.7,34,29,31.5,39,6.9,11.7,S,48%,0.1
Karnataka,Mangaluru,Apr-23,75.6,26,17,21.5,50,7,13.7,SE,11%,4.2
Gujarat,Vadodara,Aug-20,122.9,36,26,31,36,6,9.9,SE,23%,2.7
Maharashtra,Mumbai,Apr-21,43.4,28,19,23.5,39,6.4,14.4,S,55%,3.9
Gujarat,Rajkot,Feb-23,61.3,30,19,24.5,37,9.9,8.7,S,39%,3.1
Uttar Pradesh,Lucknow,Jul-22,350.4,28,23,25.5,76,5.5,14.6,SE,81%,4.1
Tamil Nadu,Coimbatore,Apr-24,28.5,30,20,25,50,6,21.3,NE,39%,3
Tamil Nadu,Chennai,Feb-24,29.2,26,17,21.5,36,6.7,6.2,NE,13%,2.4
Maharashtra,Nashik,Jun-23,212.2,36,29,32.5,49,4.1,10.6,NW,33%,3.3
Maharashtra,Nagpur,Nov-20,76.3,33,26,29.5,68,4.6,12.8,SE,33%,2.9
Uttar Pradesh,Kanpur,Sep-23,323.8,42,33,37.5,88,9.6,15.5,NE,66%,1.2
Karnataka,Mysuru,May-22,54.9,31,26,28.5,43,5.2,13.6,NW,34%,4.1
Gujarat,Rajkot,Jul-22,292.6,41,33,37,51,9.7,14.9,S,44%,0.4
Tamil Nadu,Madurai,Nov-24,79,33,23,28,53,9.8,15.3,NW,56%,4.5
Gujarat,Ahmedabad,Aug-22,202.9,29,18,23.5,37,7.1,20.5,W,18%,3.7
Gujarat,Vadodara,Mar-24,13.7,27,21,24,59,9.6,19,E,72%,3.6
Maharashtra,Nagpur,Feb-24,35.9,30,22,26,76,4.9,12.6,NW,25%,2.9
Tamil Nadu,Chennai,Sep-21,142.7,40,34,37,63,4.1,16.8,NE,90%,2.9
Uttar Pradesh,Lucknow,Aug-21,2.3,36,26,31,37,4.9,9.6,SW,22%,2.9
Tamil Nadu,Chennai,Apr-22,6,40,34,37,49,8.2,23.2,SE,56%,3.8
Uttar Pradesh,Agra,Jan-24,78.1,29,18,23.5,83,6,20.3,SE,54%,2.2
Tamil Nadu,Madurai,Jul-20,334.2,34,28,31,41,8.2,11.7,SE,35%,4.5
Karnataka,Mysuru,Jul-21,393.8,40,34,37,51,4.3,17.8,NW,25%,3.6
Gujarat,Rajkot,Nov-20,3.6,28,19,23.5,62,8.1,15,E,79%,3.9
Karnataka,Mangaluru,Mar-24,43.1,26,19,22.5,38,9.2,12.7,E,29%,1.7
Karnataka,Mysuru,May-21,13.7,41,32,36.5,85,4.1,7,S,64%,1.9
Maharashtra,Nagpur,Aug-20,134.2,38,32,35,76,8.6,9.1,W,87%,1.7
Tamil Nadu,Tiruchirappalli,Apr-22,26.6,36,31,33.5,36,7.7,19.8,NE,36%,1.4
Maharashtra,Mumbai,Oct-21,79.5,32,21,26.5,56,4.2,19.6,SE,23%,3.3
Maharashtra,Nashik,Jun-24,395,31,19,25,43,7.9,9,S,79%,4.9
Karnataka,Hubli,Feb-23,3.6,26,21,23.5,70,7,6.5,N,74%,0.4
Uttar Pradesh,Lucknow,Jan-24,10.7,27,20,23.5,73,9,22.6,SW,60%,4.4
Karnataka,Mangaluru,Oct-21,22.5,39,28,33.5,71,6.7,21.4,NW,75%,0.1
Gujarat,Ahmedabad,Jan-22,26.9,26,17,21.5,61,7.1,8.1,W,16%,1.7
Tamil Nadu,Coimbatore,Feb-20,52.4,40,28,34,61,6.8,17.9,SE,79%,3.4
Uttar Pradesh,Lucknow,Jul-24,16.8,37,32,34.5,85,6.1,18.1,N,81%,0.7
Karnataka,Bengaluru,Jul-22,226.9,32,23,27.5,45,6.5,18.3,NE,21%,2.5
Uttar Pradesh,Lucknow,Sep-21,92.3,37,26,31.5,74,6.9,13.8,SE,53%,1.1
Uttar Pradesh,Agra,Jul-20,0.8,26,15,20.5,67,8.2,7.5,NE,77%,1.8
Tamil Nadu,Madurai,Jun-21,170.3,30,21,25.5,79,10,5.4,NW,89%,4
Maharashtra,Nashik,Jan-23,33.8,38,30,34,76,9.9,20.2,N,50%,4.5
Gujarat,Surat,Dec-23,16.3,38,33,35.5,69,4.9,23.8,SW,54%,3.5
Uttar Pradesh,Kanpur,Dec-22,36,34,28,31,63,8.3,12.3,N,19%,1
Gujarat,Vadodara,Apr-22,72.3,34,28,31,43,4.9,5.6,SE,16%,4.7
Gujarat,Ahmedabad,Dec-22,30.8,27,18,22.5,66,8,18.5,NE,75%,2.1
Karnataka,Mysuru,Apr-23,28.8,37,32,34.5,77,5.5,22.9,N,72%,2
Tamil Nadu,Coimbatore,Oct-21,46,35,26,30.5,84,6.8,22.8,E,85%,3.8
Karnataka,Mangaluru,Aug-20,341.8,28,22,25,31,6.6,17.4,SE,79%,2.4
Uttar Pradesh,Lucknow,Feb-20,35.7,34,29,31.5,39,6.9,11.7,S,48%,0.1
Gujarat,Ahmedabad,Sep-22,277.6,34,22,28,77,4.1,24.4,E,12%,4.6
Uttar Pradesh,Agra,Mar-20,67.7,29,21,25,79,9.7,21.1,NE,49%,2.1
Maharashtra,Nagpur,Mar-21,14.4,41,34,37.5,67,6.3,11.4,W,46%,0.3
Karnataka,Bengaluru,Jul-22,226.9,32,23,27.5,45,6.5,18.3,NE,21%,2.5
